Index	Noun	Verb	Linking	Prefix	Particle	Freq	Nounpl	Verbpp	Verbzu	Verbfin	q_compound_joint_cap	q_compound_joint_nocap	q_np_det_joint_cap	q_np_det_joint_nocap	q_np_det_sep_cap	q_np_det_sep_nocap	q_np_det_sep_capcap	q_np_apprart_joint_cap	q_np_apprart_joint_nocap	q_np_apprart_sep_cap	q_np_apprart_sep_nocap	q_np_apprart_sep_capcap	q_np_nodet_joint_cap	q_np_nodet_joint_nocap	q_np_nodet_sep_cap	q_np_nodet_sep_nocap	q_np_nodet_sep_capcap	q_infzu_joint_cap	q_infzu_joint_nocap	q_infzu_sep_cap	q_infzu_sep_nocap	q_prog_joint_cap	q_prog_joint_nocap	q_prog_sep_cap	q_prog_sep_nocap	q_prog_sep_capcap	q_particip_joint_cap	q_particip_joint_nocap	q_particip_sep_cap	q_particip_sep_nocap	q_particip_sep_capcap	q_finite_joint_cap	q_finite_joint_nocap	q_finite_sep_cap	q_finite_sep_nocap
196	Bier	holen	0			20	Biere	geholt	X	holst|holt|holte|holten|holen|hole	181	6	9	0	200	19	0	118	5	83	5	2	55	4	631	64	1	0	0	88	9	0	0	2	0	0	1	0	83	9	0	0	0	44	4
328	Schwung	holen	0			11	Schwüngen	geholt	X	holst|holt|holte|holten|holen|hole	99	10	21	0	46	5	0	39	6	32	9	0	33	4	290	39	1	0	1	121	7	0	0	0	0	0	0	0	53	9	0	0	0	65	6
439	Appetit	holen	0			8	Appetite	geholt	X	holst|holt|holte|holten|holen|hole	16	1	0	1	21	0	0	7	0	31	1	0	5	0	143	9	0	0	0	19	0	0	0	0	0	0	0	0	15	0	0	0	0	15	0
472	Kiel	holen	0			7	Kiele	geholt	X	holst|holt|holte|holten|holen|hole	109	76	18	3	2	0	0	11	1	0	0	0	99	85	70	5	0	0	2	42	1	0	0	0	0	0	8	46	53	2	0	3	8	34	0
525	Milch	holen	0			6	Milch	geholt	X	holst|holt|holte|holten|holen|hole	66	0	4	0	15	2	0	41	0	17	1	0	9	0	119	4	0	0	0	48	1	0	0	0	0	0	0	0	20	0	0	0	0	15	1
638	Holz	holen	0			5	Hölzer	geholt	X	holst|holt|holte|holten|holen|hole	65	4	17	0	22	1	0	35	1	34	2	0	11	2	187	8	0	0	0	82	1	0	0	0	0	0	0	0	34	1	0	0	0	38	2
14	Musik	hören	0			398	Musiken	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest	3292	160	402	7	1323	124	4	1261	59	629	77	10	1644	97	12837	1179	57	1	0	2120	94	41	2	19	1	0	3	0	1591	145	0	7	7	3176	351
31	Probe	hören	0			163	Proben	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest	1699	1221	263	30	18	0	1	543	118	45	8	1	823	1359	232	106	3	13	102	86	47	7	1	0	0	0	49	319	93	46	0	5	20	8	3
68	Radio	hören	0			71	Radios	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest	711	30	131	3	209	8	1	225	8	586	31	5	384	31	2208	151	13	1	2	325	15	8	0	15	1	0	1	1	411	34	0	2	2	523	49
282	Test	hören	0			13	Tests	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest	76	37	10	2	1	0	0	39	3	2	0	0	27	35	3	2	0	1	1	0	1	1	0	0	0	0	1	12	15	3	0	0	2	3	2
366	Kopf	hören	0			10	Köpfe	gehört	X	hörst|hörte|höret|hört|höre|hören|hörten|hörtest	81	10	23	1	9	0	0	4	0	20	1	1	58	4	116	6	2	0	0	33	1	1	0	1	0	0	0	0	82	1	1	12	5	147	4
133	Insel	hüpfen	0			32	Inseln	gehüpft	X	hüpften|hüpfe|hüpft|hüpfen|hüpfte	369	1	48	0	3	0	0	49	0	1	0	0	276	0	28	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
647	Grund	immunisieren	0			5	Gründen	Immunisiert	X	immunisiert|immunisierten|immunisieren	23	56	1	0	0	0	0	1	0	0	0	0	21	81	2	0	0	0	0	0	0	0	0	0	0	0	0	239	1	0	1	44	230	0	0
148	Unkraut	jäten	0			28	Unkräuter	gejätet	X	jätet|jäten|jäteten	211	6	32	0	56	1	0	68	1	49	1	3	110	7	509	10	3	0	0	73	1	1	0	2	0	0	0	0	95	1	0	0	0	23	0
105	Kaugummi	kauen	0			44	Kaugummis	gekaut	X	kaute|kauten|kauen|kaue|kaut	333	15	68	1	73	6	1	34	1	14	2	0	260	16	380	35	3	0	0	50	1	2	0	5	2	0	0	0	51	9	0	0	0	87	8
673	Auto	kaufen	0			5	auto	gekauft	X	kauften|kaufen|kaufe|kaufet|kauft|kaufst|kaufte	44	5	12	1	1747	129	7	9	1	51	5	3	24	6	365	57	10	0	0	59	7	2	0	0	0	0	3	1	140	26	0	3	0	57	4
253	Maus	klicken	0			15	mäuse	geklickt	X	klickt|klickte|klicken|klickten	119	9	77	3	119	5	2	3	1	0	0	0	41	9	23	3	0	0	0	1	0	0	0	0	0	0	0	2	6	1	0	0	3	8	0
41	Schulter	klopfen	0			131	Schulter	geklopft	X	klopft|klopfte|klopften|klopfen|klopfe	1183	42	298	3	1470	91	12	16	1	1	0	0	554	24	58	3	2	0	0	4	0	1	0	0	0	0	0	4	7	0	0	2	4	19	2
235	Schenkel	klopfen	0			16	Schenkeln	geklopft	X	klopft|klopfte|klopften|klopfen|klopfe	157	12	20	1	151	4	0	32	1	4	0	0	94	12	18	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	1	0	3	0
421	Monster	kloppen	0			8	Monster	gekloppt	X	kloppt|kloppen|kloppte|kloppten	28	1	2	0	5	0	0	3	2	5	1	0	10	1	48	15	0	0	0	6	3	1	0	0	1	0	0	0	3	1	0	0	0	4	1
538	Hoden	kneifen	0			6	Hoden	gekniffen	X	kneift|kneife|kniff|kniffen|kneifen	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	Teig	kneten	0			13	Teige	geknetet	X	knetet|kneten|knete|kneteten|knetete	67	4	12	0	546	4	1	32	3	23	0	0	21	0	146	6	1	0	0	25	0	1	0	0	0	0	0	0	38	1	0	1	0	7	0
151	Lippe	ablesen	n		ab	6	Lippen	abgelesen	abzulesen	ablasen|ablas|abliest|ablese|ablesen	49	3	7	0	244	9	0	4	0	0	0	0	37	2	84	6	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0
34	Ohr	anlegen	en		an	26	Ohren	angelegt	anzulegen	anlege|anlegst|anlegten|anlegt|anlegte|anlegen	172	18	39	1	156	20	7	35	4	15	2	2	105	13	241	19	10	0	0	0	0	0	0	0	0	0	0	0	34	8	0	1	2	7	2
205	Bild	anschauen	er		an	5	Bilder	angeschaut	anzuschauen	anschaue|anschaute|anschaust|anschauten|anschaut|anschauen	26	2	6	0	445	41	3	14	0	48	4	1	8	1	612	51	5	0	0	0	0	0	0	0	1	0	0	0	265	31	2	0	0	145	12
59	Hand	auflegen	~e		auf	16	Hände	aufgelegt	aufzulegen	auflegen|auflege|auflegt|auflegten|auflegte	179	3	66	0	276	1	0	20	0	2	0	0	110	3	135	0	5	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	25	1
95	Platte	auflegen	n		auf	9	Platten	aufgelegt	aufzulegen	auflegen|auflege|auflegt|auflegten|auflegte	68	3	17	0	20	1	0	27	1	4	0	0	28	2	141	12	0	0	0	0	0	0	0	0	0	0	0	0	45	1	0	1	0	65	3
168	Zahn	ausbeißen	~e		aus	5	Zähne	ausgebissen	auszubeißen	ausbiss|ausbeißen|ausbeisst|ausbeißt|ausbeissen|ausbissen	7	1	0	0	649	16	1	6	0	8	1	0	2	0	20	0	0	0	0	0	0	2	0	0	0	0	0	0	11	1	0	0	0	6	1
199	Haar	ausraufen	e		aus	5	Haare	ausgerauft	X	ausraufen	40	2	0	0	29	1	0	46	4	66	2	5	3	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
40	Zeitung	austragen	s		aus	22	Zeitungen	ausgetragen	auszutragen	austrug|austrägt|austragen|austrage|austrugen	147	12	13	3	1	0	0	50	7	1	1	0	113	4	2	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	Sonne	baden	n			319	Sonnen	gebadet	X	baden|bade|badet|badeten|badete	3962	454	368	0	3	0	0	1665	49	2	0	0	1921	589	10	9	1	2	4	0	0	7	2	0	1	0	3	10	0	0	0	8	10	0	0
49	Brücke	bauen	n			19	Brücken	gebaut	X	baue|bauten|bauen|baust|baut|baute|bauet	154	1	32	0	99	3	1	55	0	23	2	1	53	0	1744	16	19	0	0	623	4	0	1	1	0	0	1	0	308	2	0	313	0	96	1
98	Kirsche	pflücken	n			9	Kirschen	gepflückt	X	pflückte|pflückten|pflücken|pflücke|pflückt	41	1	2	1	3	0	1	24	1	4	0	0	13	0	45	1	0	0	0	8	0	0	0	0	0	0	0	0	17	0	0	0	0	2	0
133	Beere	pflücken	n			7	Beeren	gepflückt	X	pflückte|pflückten|pflücken|pflücke|pflückt	42	1	5	0	14	0	0	31	0	12	0	0	19	2	78	3	1	0	0	30	0	1	0	0	0	0	0	0	18	1	0	0	0	9	1
42	Rosine	picken	n			22	Rosinen	gepickt	X	pickte|picket|pickt|pickten|picke|picken	154	2	41	0	14	0	0	11	1	1	0	0	89	3	51	1	1	0	0	6	0	3	0	0	0	0	0	1	1	1	0	1	0	7	0
114	Ei	picken	er			8	Eier	gepickt	X	pickte|picket|pickt|pickten|picke|picken	35	1	7	0	1	0	0	8	1	0	0	0	8	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
87	Krabbe	pulen	n			10	Krabben	gepult	X	pule|pulst|pult|pulen|pulte|pultest|pulte|pulten|pultet	86	1	13	0	1	0	0	21	0	2	0	0	53	2	27	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0
54	Zahn	putzen	~e			17	Zähne	geputzt	X	putzt|putze|putzte|putzen|putzten	7089	253	1707	33	1069	57	7	2147	59	184	10	1	2812	199	2191	147	30	0	0	136	4	27	2	2	0	0	4	4	229	24	1	12	2	157	11
17	Zigarette	rauchen	n			56	Zigaretten	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte	584	7	193	2	68	5	3	77	2	9	2	0	343	3	344	10	7	0	0	98	5	2	0	0	0	0	0	0	287	24	1	1	0	183	9
55	Kette	rauchen	n			17	Ketten	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte	110	12	22	2	2	0	0	17	0	0	0	0	87	17	1	2	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	1	0
92	Zigarre	rauchen	n			9	Zigarren	geraucht	X	raucht|rauchen|rauche|rauchst|rauchten|rauchte	58	3	28	1	15	0	1	10	1	1	0	0	24	1	56	7	1	0	0	11	0	0	0	1	0	0	0	0	29	2	0	0	0	50	0
19	Haar	raufen	e			46	Haare	gerauft	X	raufte|rauft|rauften|raufen	405	31	21	1	535	5	0	291	22	503	49	8	66	8	110	37	4	0	0	6	2	2	0	6	0	0	0	0	8	6	0	0	0	8	6
123	Mine	räumen	n			7	Minen	geräumt	X	räume|räumt|räumen|räumten|räumte	176	1	20	0	10	1	0	60	2	0	0	0	47	0	46	2	0	0	0	14	0	1	0	0	0	0	0	1	31	1	0	0	0	9	0
134	Zunge	reden	n			6	Zungen	geredet	X	redeten|redete|redet|redest|rede|reden	534	6	208	3	8	0	0	42	1	0	0	0	329	5	239	2	0	0	0	40	0	0	0	0	0	0	0	0	31	1	0	597	14	147	1
85	Waffe	reinigen	n			10	Waffen	gereinigt	X	reinige|reinigt|reinigten|reinigen|reinigte	130	2	19	0	4	0	0	59	2	2	0	0	55	3	27	2	1	0	0	5	0	0	0	1	0	0	0	0	10	0	0	0	0	2	0
120	Scheibe	reinigen	n			7	Scheiben	gereinigt	X	reinige|reinigt|reinigten|reinigen|reinigte	30	0	3	0	28	0	0	19	1	5	0	1	6	1	32	2	1	0	0	2	0	0	0	0	0	0	0	0	9	2	0	0	0	2	0
46	Elefant	reiten	en			20	Elefanten	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	184	4	29	0	47	1	0	25	0	1	2	0	167	7	64	3	5	0	0	4	0	0	0	0	0	0	0	0	9	1	0	190	0	6	0
48	Bulle	reiten	n			19	Bullen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	228	6	33	0	9	0	0	54	0	0	0	0	179	4	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
70	Pferd	reiten	e			13	Pferde	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	110	4	13	2	42	6	13	12	2	3	1	0	142	1	142	17	16	1	0	36	2	0	0	0	0	0	1	0	46	1	0	42	0	47	7
101	Gans	reiten	~e			9	Gänse	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	85	0	35	0	0	0	0	10	0	0	0	0	12	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0
152	Lanze	reiten	n			6	Lanzen	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	32	0	5	0	0	0	0	5	0	0	0	0	32	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0
206	Aufgabe	reiten	n			5	Aufgaben	geritten	X	ritt|reitet|reitest|reite|ritten|reiten	8	0	1	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
183	Lunge	röntgen	n			5	Lungen	geröntgt	X	röntgt|röntgen	70	10	21	2	2	1	0	16	2	2	0	0	46	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189	Kartoffel	schälen	n			5	Kartoffeln	geschält	X	schält|schäle|schälen|schälte|schälten	20	1	2	0	800	2	2	11	0	13	1	0	11	1	1021	10	2	0	0	65	2	0	0	1	0	0	0	0	94	4	0	0	0	58	0
53	Ähre	schieben	n			17	Ähren	geschoben	X	schöben|schoben|schiebt|schiebst|schob|schiebe|schieben	73	0	28	0	1	0	0	25	0	0	0	0	33	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0
7	Tor	schießen	e			140	Tore	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	1453	16	747	10	1124	45	9	416	6	268	8	1	98	2	2506	114	7	0	0	627	21	55	1	24	0	3	1	0	1773	117	3	0	0	1226	53
8	Pistole	schießen	n			134	Pistolen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	152	2	16	0	2	0	0	65	0	0	0	0	82	2	9	2	2	0	0	3	1	2	0	0	0	0	1	0	8	1	0	0	0	5	0
16	Scheibe	schießen	n			57	Scheiben	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	559	0	166	0	6	0	0	78	0	1	0	0	129	0	30	2	1	0	0	11	0	7	0	0	0	0	0	0	29	1	0	0	0	8	1
36	Vergleich	schießen	s			24	Vergleiche	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	285	0	100	2	0	0	0	31	1	0	0	0	60	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0
67	Bezirk	schießen	s			14	Bezirke	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	29	0	13	0	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
69	Präzision	schießen	s			13	Präzision	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	106	2	14	0	0	0	0	41	1	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
74	Entscheidung	schießen	s			13	Entscheidungen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	98	0	34	0	0	0	0	48	0	0	0	0	25	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
89	Jubiläum	schießen	s			10	Jubiläen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	78	1	26	0	0	0	0	12	0	0	0	0	22	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
105	Verteidigung	schießen	s			8	Verteidigungen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	54	1	8	0	0	0	0	17	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
118	Training	schießen	s			7	Trainings	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	32	0	13	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
125	Mannschaft	schießen	s			7	Mannschaften	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	57	0	11	0	0	0	0	20	0	0	0	0	23	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
128	Gans	schießen	~e			7	Gänse	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	6	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0
161	Dose	schießen	n			6	Dosen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	38	0	7	0	0	0	0	9	1	1	0	0	48	0	18	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
162	Büchse	schießen	n			6	Büchsen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	69	0	13	0	2	0	0	26	0	0	0	0	27	0	3	0	0	0	0	4	0	1	0	0	0	0	23	0	3	0	0	0	0	0	0
166	Bedingung	schießen	s			6	Bedingungen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	6	0	5	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
175	Senior	schießen	en			5	Senioren	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	16	0	6	0	2	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
177	Prinz	schießen	en			5	Prinzen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	48	3	14	0	0	0	0	9	0	0	0	0	21	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
182	Medaille	schießen	n			5	Medaillen	geschossen	X	schoß|schiesst|schieße|schießen|schössen|schossen|schiesse|schoss|schießt|schiessen	16	0	9	0	0	0	0	3	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
163	Brücke	schlagen	n			6	Brücken	geschlagen	X	schlage|schlägt|schlug|schlügen|schlagt|schlagen|schlugen|schlägst	43	0	11	0	36	1	0	4	0	1	0	0	36	0	441	3	1	0	0	273	2	0	0	0	0	0	0	0	88	0	0	0	0	52	0
198	Haar	schneiden	e			5	Haare	geschnitten	X	schneidet|schnitten|schneide|schneiden|schneidest|schnitt|schnitte	584	28	121	3	990	10	4	240	13	184	11	2	220	15	815	153	7	0	0	52	6	1	0	1	0	0	0	0	101	40	0	2	0	47	18
27	Fahne	schwenken	n			33	Fahnen	geschwenkt	X	schwenkte|schwenkten|schwenken|schwenke|schwenkt	296	7	81	2	28	2	0	47	0	1	0	0	156	9	126	7	0	0	0	17	3	5	0	2	1	0	0	1	67	7	0	0	1	23	0
18	Farbe	sehen	n			51	Farben	gesehn	X	sähe|sah|seht|siehts|sahst|siehst|sieht|sehe|sehen|sahen|seh	399	3	204	0	360	26	0	40	1	0	0	0	128	1	360	18	0	0	0	100	5	1	0	0	0	0	0	0	0	1	0	0	0	91	13
155	Grenze	setzen	n			6	Grenzen	gesetzt	X	setzten|setzen|setzte|setze|setzet|setzt	46	0	14	0	368	9	0	11	0	20	0	0	23	0	2251	71	0	0	0	1041	28	0	0	1	0	0	1	0	5452	108	1	0	0	813	36
121	Psalm	singen	en			7	Psalmen	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst	25	0	7	0	9	0	0	11	0	0	0	0	10	0	66	0	1	0	0	19	0	0	0	0	0	0	0	0	23	0	0	1	0	11	0
124	Martin	singen	s			7	Martin	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst	95	3	39	1	0	0	1	15	0	0	0	0	32	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
126	Leistung	singen	s			7	Leistungen	gesungen	X	sänge|singet|singt|sangen|sang|singen|singe|singst	121	0	41	0	0	0	0	22	0	0	0	0	43	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
38	Punkt	springen	e			23	Punkte	gesprungen	X	sprang|springst|springe|springt|sprangen|springen	92	0	23	0	7	1	0	60	0	0	0	2	21	0	17	2	3	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	14	0
44	Mannschaft	springen	s			21	Mannschaften	gesprungen	X	sprang|springst|springe|springt|sprangen|springen	170	4	58	0	0	0	0	64	1	0	0	0	28	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
63	Klippe	springen	n			15	Klippen	gesprungen	X	sprang|springst|springe|springt|sprangen|springen	104	1	14	0	8	2	0	24	0	0	0	0	97	3	26	0	1	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	3	1
150	Lücke	springen	n			6	Lücken	gesprungen	X	sprang|springst|springe|springt|sprangen|springen	16	1	2	0	5	0	0	2	1	0	0	0	13	1	3	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
171	Stafette	springen	n			5	Stafetten	gesprungen	X	sprang|springst|springe|springt|sprangen|springen	19	0	4	0	0	0	0	7	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	Qualifikation	springen	s			5	Qualifikationen	gesprungen	X	sprang|springst|springe|springt|sprangen|springen	34	0	15	0	0	0	0	6	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
96	Pferd	stehlen	e			9	Pferde	gestohlen	X	stahlen|stahl|stehlen|stehle|stiehlst|stiehlt	73	3	6	1	21	1	0	54	1	42	3	2	11	1	704	28	6	0	0	16	0	0	0	0	0	0	0	0	31	1	0	6	0	8	0
139	Treppe	steigen	n			6	Treppen	gestiegen	X	steigt|steige|stiegen|steigst|steigen|stieg|stiege	3172	89	749	8	354	13	2	899	25	81	8	3	1650	81	1213	46	5	0	0	167	6	6	0	0	1	0	0	1	15	1	0	50	1	82	3
137	Welle	surfen	n			6	Wellen	gesurft	X	surf|surfte|surfe|surften|surfst|surfen|surft	50	5	4	1	13	0	1	7	0	0	0	0	50	3	13	3	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	4	1	2	0
29	Höhle	tauchen	n			30	Höhlen	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	229	47	32	2	1	0	0	58	0	0	0	0	155	42	7	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0
37	Strecke	tauchen	n			24	Strecken	getaucht	X	tauchst|tauchte|taucht|tauchten|tauche|tauchen	245	3	20	0	0	0	0	52	0	0	0	0	229	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
193	Hypothese	testen	n			5	Hypothesen	getestet	X	testet|testen|teste|testeten|testete	24	0	5	0	1	0	0	1	0	0	0	0	3	0	16	0	0	0	0	17	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0
136	Welpe	töten	n			6	Welpen	getötet	X	tötest|töten|töteten|tötete|tötet|töte	7	0	1	0	6	1	0	1	0	0	0	0	3	0	14	1	0	0	0	4	0	0	0	0	0	0	0	0	15	1	0	0	0	1	0
142	Stange	treten	n			6	Stangen	getreten	X	treten|tritt|traten|trete|trat|tretet|träten|träte|trittst	33	0	3	0	4	1	0	4	0	0	0	0	41	0	31	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
195	Hand	trocknen	~e			5	Hände	getrocknet	X	trocknet|trockneten|trocknen|trockne|trocknete	59	0	3	0	6	0	0	24	0	2	0	0	12	0	14	0	0	0	0	4	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
56	Falte	unterspritzen	n	unter		17	Falten	unterspritzt	X	unterspritze|unterspritzt|unterspritzen|unterspritzte|unterspritztest|unterspritzten	14	0	4	0	6	1	0	7	0	1	0	0	14	0	31	0	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0
104	Auge	verdrehen	n	ver		9	Augen	verdreht	X	verdrehte|verdrehe|verdreht|verdrehen|verdrehten	141	9	31	0	419	27	0	11	0	3	1	0	78	9	88	6	0	0	0	3	2	2	0	0	0	0	0	0	37	12	1	2	2	77	11
50	Schiff	versenken	e	ver		18	Schiffe	versenkt	X	versenkte|versenkt|versenken|versenkten	109	6	8	1	37	1	1	22	0	16	1	0	86	3	590	18	24	0	0	25	2	0	0	0	0	0	0	0	66	4	1	0	0	65	3
159	Fisch	versenken	e	ver		6	Fische	versenkt	X	versenkte|versenkt|versenken|versenkten	27	3	0	0	0	0	0	0	0	0	0	0	25	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
201	Geschenk	verteilen	e	ver		5	Geschenke	verteilt	X	verteilten|verteilen|verteile|verteilt|verteilte	27	0	9	0	103	3	0	13	0	14	0	1	3	0	176	4	1	0	0	113	4	0	0	2	0	0	0	0	254	5	0	0	0	253	1
2	Hand	waschen	~e			335	Hände	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen	2944	70	533	11	1276	41	4	656	15	92	5	2	1061	42	1080	85	13	1	0	70	1	3	0	0	0	0	4	1	108	10	0	4	0	56	7
9	Haar	waschen	e			121	Haare	gewaschen	X	wascht|waschen|wusch|wasche|wüschen|wäscht|wuschen	1122	95	338	28	668	22	19	381	29	205	20	11	332	30	1014	182	12	0	0	71	19	1	0	0	0	0	0	2	204	64	0	3	0	79	25
60	Fahne	weihen	n			16	Fahnen	geweiht	X	weiht|weihen|weihte|weihe|weihten	111	0	18	0	2	0	0	0	0	0	0	0	139	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1425	3	0	0
14	Dose	werfen	n			71	Dosen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	662	1	51	0	5	0	0	131	2	4	0	0	713	7	109	2	0	0	0	1	0	5	0	0	0	0	0	0	7	0	0	2	0	2	0
28	Stein	werfen	e			30	Steine	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	274	7	68	3	94	6	1	76	2	29	0	0	165	6	386	40	3	0	0	92	3	2	0	3	0	0	0	0	204	9	0	15	0	90	9
43	Büchse	werfen	n			22	Büchsen	geworfen	X	werft|würfen|würfe|wirfst|werfe|werfen|warf|warfen|wirft	164	1	11	0	2	0	0	24	0	4	0	0	168	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
